"TotalReviewers","NameOfReviewer","FrequentVisitorIn" 
"1","Ramanathan","nan"
"1","Lavon","Back Bay"
"1","Avni","Beacon Hill"
"1","Khanti","South Boston"
"1","Douglas Henderson","Jamaica Plain"
"1","Xin Dee","nan"
"1","Malene","nan"
"1","Mellicent","Jamaica Plain"
"1","Yidi","South Boston"
"1","军生","Dorchester"
"1","Amara","Dorchester"
"1","Geoffroy","East Boston"
"1","Lxmobley","nan"
"1","Urs","South End"
"1","Litty","nan"
"1","Arthi","nan"
"1","Park","nan"
"1","Indre And Gaetan","Back Bay"
"1","Meghan & Matt","West Roxbury"
"1","Murissa","Beacon Hill"
"1","J. Mathias","nan"
"1","Ruey-Yu","Jamaica Plain"
"1","Eroy","Jamaica Plain"
"1","Amir Reza","Fenway/Kenmore"
"1","Ruth-Anne","Allston-Brighton"
"1","Cristina & Corey","Jamaica Plain"
"1","Steven & Margo","West Roxbury"
"1","Mike & Donna","Charlestown"
"1","Antonin","North End"
"1","Alli And Marie","Jamaica Plain"
"1","Gs","nan"
"1","Shadyra","Hyde Park"
"1","Etan","Jamaica Plain"
"1","建生","West Roxbury"
"1","Vagif","Dorchester"
"1","Magica","nan"
"1","Stephen  Walbridge","West Roxbury"
"1","Ele & Betti","Roxbury"
"1","Kinnari","East Boston"
"1","Niina","South Boston"
"1","Tish","Allston-Brighton"
"1","Kinnery","East Boston"
"1","Dalane","Allston-Brighton"
"1","Luis Carlos","Fenway/Kenmore"
"1","Adley","South End"
"1","Hernando","South Boston"
"1","Sarkawt","nan"
"1","Shandana","North End"
"1","Valentino","Allston-Brighton"
"1","Honghao","Dorchester"
"1","Tauneel","Theater District"
"1","Xiaojiao","South Boston"
"1","Shridhar","Dorchester"
"1","Itty","Allston-Brighton"
"1","Yaa A","Chinatown"
"1","Delmarie","Back Bay"
"1","Nesrine","Dorchester"
"1","Rubing","East Boston"
"1","Kerryn","Jamaica Plain"
"1","Zongli","Theater District"
"1","J Edward","West Roxbury"
"1","Stephen Paul","nan"
"1","Otuya","Dorchester"
"1","Gianmaria","South Boston"
"1","Ysabelle","North End"
"1","Mengfan","Jamaica Plain"
"1","Sukhiya","Back Bay"
"1","Efi","West End"
"1","Jorge Gabriel","South Boston"
"1","Pedro Jorge","East Boston"
"1","Thea Marie","Beacon Hill"
"1","Mutsa","Beacon Hill"
"1","Jennica","Roxbury"
"1","Jenelle","Downtown Crossing"
"1","Weslie","nan"
"1","Pauline Et Enzo","Jamaica Plain"
"1","Calyn","nan"
"1","Tyronn","Mattapan"
"1","Li Jun","Back Bay"
"1","Tayfun","North End"
"1","Armita","Dorchester"
"1","Mao-Hsun","Dorchester"
"1","Abel Horacio","nan"
"1","Wenlher","Beacon Hill"
"1","Egidio","South End"
"1","Manan","Back Bay"
"1","Katherine Lee","Jamaica Plain"
"1","Marzie","nan"
"1","Alayne","Beacon Hill"
"1","Iddo","East Boston"
"1","Floris","Dorchester"
"1","Shula","Jamaica Plain"
"1","Janam","Allston-Brighton"
"1","Precy","North End"
"1","Fuchsia","Back Bay"
"1","Ritch","Dorchester"
"1","Yunzhi","East Boston"
"1","Surasak","Allston-Brighton"
"1","Sathiji","nan"
"1","Lheisa","East Boston"
"1","Sandro And BB","North End"
"1","Melike","Beacon Hill"
"1","Chanaka","Dorchester"
"1","Dirk-Jan","South Boston"
"1","Pier Nicola","Beacon Hill"
"1","Romy Faye Mueller Gruetter","nan"
"1","Marnita","Roslindale"
"1","Mavis","nan"
"1","Pheroze","nan"
"1","Leya","Roxbury"
"1","Sindy","Allston-Brighton"
"1","Joo","Jamaica Plain"
"1","Moritz And Iris","West Roxbury"
"1","Eletha","North End"
"1","T.J","nan"
"1","Arang","Dorchester"
"1","Faheem","Jamaica Plain"
"1","Kriss","Downtown Crossing"
"1","Paavo","North End"
"1","Prim","Allston-Brighton"
"1","Dault","Allston-Brighton"
"1","Ronie","Fenway/Kenmore"
"1","Jack And Eve","East Boston"
"1","Vannina","nan"
"1","Lannee","nan"
"1","Cabral","Jamaica Plain"
"1","Hannah & Duncan","Jamaica Plain"
"1","Chanwool","Allston-Brighton"
"1","Adette","nan"
"1","Reda","Charlestown"
"1","Sathya","South End"
"1","Shengwei","Dorchester"
"1","Tejaswini","Jamaica Plain"
"1","Hrafnhildur","Fenway/Kenmore"
"1","En Hui","East Boston"
"1","Young IL","West End"
"1","Swenja","Dorchester"
"1","Do Kyung","Beacon Hill"
"1","Sanah","Allston-Brighton"
"1","Dajae","South Boston"
"1","Durwesh","South End"
"1","Ravie","Back Bay"
"1","Gayla","Financial District"
"1","Oded","Jamaica Plain"
"1","Ferry","Dorchester"
"1","Imran","South End"
"1","Christon","East Boston"
"1","Devorah","Beacon Hill"
"1","Dan & Ali","South Boston"
"1","Winter","South Boston"
"1","Colene","Back Bay"
"1","Anne-Jacqueline","Dorchester"
"1","P.K.","Back Bay"
"1","Grenot","Beacon Hill"
"1","Anesia","Dorchester"
"1","Chunpo","nan"
"1","Ogo","South Boston"
"1","Endre Zoltán","East Boston"
"1","Beilei 蓓蕾","Dorchester"
"1","Trang Anh","Allston-Brighton"
"1","Nertila","Beacon Hill"
"1","Sireesha","Back Bay"
"1","Gregory & Eliza","South End"
"1","Chong-U","South End"
"1","Dinah","East Boston"
"1","AnnMarie","Fenway/Kenmore"
"1","Hanni","West Roxbury"
"1","De Fu","Beacon Hill"
"1","Morela","Jamaica Plain"
"1","Evrim","Jamaica Plain"
"1","David Yushin","Roxbury"
"1","Hangil","Dorchester"
"1","Rushi","South End"
"1","Arda","South Boston"
"1","Tazlyn","South Boston"
"1","Shadrin","North End"
"1","Toh","Mission Hill"
"1","Nick & Rick","nan"
"1","James & Phylline","North End"
"1","Ana Claudia","Back Bay"
"1","Irene Yaxian","nan"
"1","Naelle","Allston-Brighton"
"1","Amaranta","South End"
"1","Sasha-Nicole","Dorchester"
"1","Laurissa","South Boston"
"1","Yao Yen","North End"
"1","Uziel","Dorchester"
"1","Barthe Rozemond","Dorchester"
"1","KiRi","Roxbury"
"1","Jaron","Dorchester"
"1","Nam","North End"
"1","Vdh","nan"
"1","Kritika","nan"
"1","Bego","Beacon Hill"
"1","佳瑜","South Boston"
"1","Bode","South Boston"
"1","Manqi","South Boston"
"1","Yuichiro","nan"
"1","Maybritt","Roxbury"
"1","Demi","North End"
"1","Amy-Nyalay","nan"
"1","Annecca","nan"
"1","Augusta","South End"
"1","Emeralde","Jamaica Plain"
"1","Athanasios","South End"
"1","Alex & Milica","Allston-Brighton"
"1","Gaon","Jamaica Plain"
"1","Flurin","Mission Hill"
"1","Sara & Simon","nan"
"1","Inga Maria","Charlestown"
"1","Leng","Back Bay"
"1","Mingyue","nan"
"1","JuanCarlos","Dorchester"
"1","12","nan"
"1","Eider","West Roxbury"
"1","Navjot","Chinatown"
"1","Dimitra","Dorchester"
"1","Thida","Charlestown"
"1","Linan","Dorchester"
"1","Sagi","South End"
"1","Mingzhou","East Boston"
"1","Randy &  Rebecca","Jamaica Plain"
"1","Raffy","North End"
"1","Ymasumac","nan"
"1","Danang E","Dorchester"
"1","Dragan","North End"
"1","Kelsay","Allston-Brighton"
"1","Julian Paul","Dorchester"
"1","Prakash D","Dorchester"
"1","Vittal","Allston-Brighton"
"1","Siying","Dorchester"
"1","Lorelei","East Boston"
"1","Hilal","Allston-Brighton"
"1","Victor F.","Beacon Hill"
"1","Catrina","South End"
"1","Lauras","South End"
"1","J. Violet","Jamaica Plain"
"1","Lennard","Roxbury"
"1","Tommy & Esmee","Roxbury"
"1","Emery","Theater District"
"1","Luzette","South Boston"
"1","Lorne","Fenway/Kenmore"
"1","辉","Dorchester"
"1","Jingjia","Allston-Brighton"
"1","Jynon","Jamaica Plain"
"1","Dongyu","Jamaica Plain"
"1","Lonna","Chinatown"
"1","Hanley","Jamaica Plain"
"1","Tinghim","Dorchester"
"1","Lu Cy","West Roxbury"
"1","Maralyn","Beacon Hill"
"1","Hannah & Meg","Mission Hill"
"1","Zafar","East Boston"
"1","Kazuma","South End"
"1","Debkanta","nan"
"1","Xiaowei","nan"
"1","Shirly","Back Bay"
"1","Ramsay","Allston-Brighton"
"1","Николай","Beacon Hill"
"1","Pedro E Daniele","South Boston"
"1","Joe & Mikyla","North End"
"1","Arum","Allston-Brighton"
"1","Gintare","nan"
"1","호승","East Boston"
"1","Makiko","Allston-Brighton"
"1","Sook Ting","West Roxbury"
"1","Runa","Allston-Brighton"
"1","Young Wah","Allston-Brighton"
"1","Lizandre","Charlestown"
"1","Bran","Jamaica Plain"
"1","Raffaele","nan"
"1","Aria","Dorchester"
"1","Laurel & Charles","Mission Hill"
"1","Ho-Gyum","nan"
"1","Consuelo","Beacon Hill"
"1","Takeru","nan"
"1","Yohan Daniel","Roxbury"
"1","小小药童","Dorchester"
"1","Dingnan","Theater District"
"1","Nikiforos","Jamaica Plain"
"1","Hestin","Dorchester"
"1","Rhaneshwaree","North End"
"1","Ovidiu","North End"
"1","Sara Firoozeh","South End"
"1","Gibson","Mission Hill"
"1","Lanwin","Allston-Brighton"
"1","Pearse","nan"
"1","Talent","Dorchester"
"1","Mogens","East Boston"
"1","Meriah","Fenway/Kenmore"
"1","Xin Tian","Back Bay"
"1","特","Theater District"
"1","Ksenia","nan"
"1","Yeonsu","nan"
"1","Weihao","West Roxbury"
"1","祥瑞","Dorchester"
"1","Chika","Dorchester"
"1","Gidam","nan"
"1","Jongsung","Roxbury"
"1","J.L.","East Boston"
"1","Njie","Roxbury"
"1","Hongquan","Dorchester"
"1","Andrea E.","nan"
"1","Shameika","South End"
"1","Roshani","nan"
"1","Dorit","West End"
"1","Luiso","Fenway/Kenmore"
"1","Elizabeth & Dan","Roxbury"
"1","Sarbani","Roxbury"
"1","Bright","nan"
"1","Agatha","Beacon Hill"
"1","Aleid","Dorchester"
"1","Geer (Mw)","East Boston"
"1","Auberon","South Boston"
"1","Yunyun","Jamaica Plain"
"1","Neetu","Allston-Brighton"
"1","Abidemi","Back Bay"
"1","Wendell","Back Bay"
"1","Crosby","Beacon Hill"
"1","Barrett","nan"
"1","Louise Bjerremann","Mission Hill"
"1","Charles-Louis","Downtown Crossing"
"1","Mengnan","South End"
"1","Alexane","Fenway/Kenmore"
"1","Sesalee","East Boston"
"1","Maira","Allston-Brighton"
"1","Yulun","Allston-Brighton"
"1","Matthew C.","Jamaica Plain"
"1","Aaditya","nan"
"1","Mujtabaa","South End"
"1","Sharon Adelle","Downtown Crossing"
"1","Claudien","Fenway/Kenmore"
"1","Synphen","Jamaica Plain"
"1","Gergana","Jamaica Plain"
"1","Rana And Pierre-Antoine","North End"
"1","Ia_wy","nan"
"1","T.","Back Bay"
"1","Nimi","South Boston"
"1","Prahlad","Roxbury"
"1","Leander","Dorchester"
"1","Mardi","Dorchester"
"1","Ulmas","Charlestown"
"1","Matt And Drew","Downtown Crossing"
"1","Glyn","Allston-Brighton"
"1","Tomás","Mission Hill"
"1","Alex And Olga","Jamaica Plain"
"1","Robynn","Jamaica Plain"
"1","Sirry","Jamaica Plain"
"1","Šimon","Roxbury"
"1","Tobías","Dorchester"
"1","Shraddha","Jamaica Plain"
"1","Kahlin","Jamaica Plain"
"1","Yu Erh","Dorchester"
"1","Natascia","nan"
"1","Cmbridge1","nan"
"1","Kuri","Beacon Hill"
"1","Rodrigue","Roxbury"
"1","Najum","Dorchester"
"1","Zarah","North End"
"1","Than","East Boston"
"1","Denni","Dorchester"
"1","Marike","Jamaica Plain"
"1","LaJuan","Roxbury"
"1","Dhruva","Back Bay"
"1","Shumway","South End"
"1","Sita","Jamaica Plain"
"1","Hildur","Jamaica Plain"
"1","Zhenhai","Back Bay"
"1","绍征","Roxbury"
"1","Compa Kat","Dorchester"
"1","Hanlin","nan"
"1","Raef","Allston-Brighton"
"1","Mariëlle","nan"
"1","Anett& Corsin","Allston-Brighton"
"1","Miet","Jamaica Plain"
"1","Sady","Dorchester"
"1","Viet Cuong","Dorchester"
"1","Eunhye","Jamaica Plain"
"1","Swizec","East Boston"
"1","也","West Roxbury"
"1","Woojeong","Dorchester"
"1","Sudeepa","Dorchester"
"1","Nadeen","Fenway/Kenmore"
"1","Andro","Dorchester"
"1","Lawson","Charlestown"
"1","丽敏","nan"
"1","Serguey","North End"
"1","Wenjing","South End"
"1","Anne Grete","Jamaica Plain"
"1","Ayan","Roxbury"
"1","Aad","South Boston"
"1","Nelson & Mable","Jamaica Plain"
"1","Nguyet","nan"
"1","Lauren & Sam","Beacon Hill"
"1","Josi","Downtown Crossing"
"1","Roe","Fenway/Kenmore"
"1","Yousuf","nan"
"1","Capucine","Jamaica Plain"
"1","Ilze","Jamaica Plain"
"1","Noor Eddin","nan"
"1","Vinay","Fenway/Kenmore"
"1","Hosam","Dorchester"
"1","Vern","Fenway/Kenmore"
"1","Changqing","Allston-Brighton"
"1","Rafaella","Dorchester"
"1","Ck","Jamaica Plain"
"1","DaYoung","nan"
"1","Ufuk","Roslindale"
"1","Zhaokang","Jamaica Plain"
"1","Greg & Denise","Dorchester"
"1","Feixuan","Allston-Brighton"
"1","Stallone","Jamaica Plain"
"1","Mannan","nan"
"1","Voytek","Back Bay"
"1","习之","East Boston"
"1","Mathini","South End"
"1","Oluwatimilehin (Timi)","Jamaica Plain"
"1","Mitra","Charlestown"
"1","Manuelle","Jamaica Plain"
"1","Alysa","Beacon Hill"
"1","Gimena","Beacon Hill"
"1","Qifan","Charlestown"
"1","Ringo","Mission Hill"
"1","Yuyang","West Roxbury"
"1","Jad","Beacon Hill"
"1","Wiktoria","Fenway/Kenmore"
"1","Vida And Tim","Back Bay"
"1","Tia -Simone","Jamaica Plain"
"1","Luis Fellipe","South Boston"
"1","Charles(Charlie)","Charlestown"
"1","Sheedsa","Fenway/Kenmore"
"1","Aletta","Mission Hill"
"1","Sunga","Dorchester"
"1","彧","Roxbury"
"1","Grzegorz","Beacon Hill"
"1","Kerry Ann","Back Bay"
"1","Roosmarijn","East Boston"
"1","LuAnne","Dorchester"
"1","Sandy (Wangqing)","nan"
"1","Gertrud","Dorchester"
"1","Ganapathy","Dorchester"
"1","Rosidah","Dorchester"
"1","Eunji","Allston-Brighton"
"1","Karmayne","East Boston"
"1","Shaya","South End"
"1","Rayna","nan"
"1","Kadie","Jamaica Plain"
"1","Yian","South Boston"
"1","Amish","Jamaica Plain"
"1","Bill And Nora","South End"
"1","Revant","Dorchester"
"1","Joseph Luke","Hyde Park"
"1","丹娜","Back Bay"
"1","Ruihong","East Boston"
"1","Heloisa","Charlestown"
"1","Yosuf","Beacon Hill"
"1","Kainan","Dorchester"
"1","Kurry","Fenway/Kenmore"
"1","MichaelandKhris","Back Bay"
"1","Yeon Soo","Downtown Crossing"
"1","Lyly","nan"
"1","Denia","nan"
"1","Pat & Lauren","Fenway/Kenmore"
"1","Stratos","Jamaica Plain"
"1","Hengameh","South Boston"
"1","Muriel Et Jean Claude","Jamaica Plain"
"1","Joyce And Al","Jamaica Plain"
"1","Shaker","South End"
"1","Anke Scheel-Sailer","Charlestown"
"1","Moeses","Roxbury"
"1","Bonnee","North End"
"1","Chun Wei","West Roxbury"
"1","Yuntao","Mission Hill"
"1","Albert Ho","Roxbury"
"1","Kyuree","North End"
"1","Yinying","Roxbury"
"1","Yuqian","Allston-Brighton"
"1","Ling Chun","Dorchester"
"1","Meeyoung","Allston-Brighton"
"1","Tita","South End"
"1","Zsuzsi","Jamaica Plain"
"1","Herminia","Charlestown"
"1","M J","Jamaica Plain"
"1","Hashim","South End"
"1","Yein","Back Bay"
"1","Leyna","Chinatown"
"1","Elad","Beacon Hill"
"1","Trenton","East Boston"
"1","Loise & Ronald","Allston-Brighton"
"1","Sudhir (Martin)","South Boston"
"1","Ami-Lee","nan"
"1","Chess","Dorchester"
"1","Clara-David","West Roxbury"
"1","Eldonna","Mission Hill"
"1","Year","nan"
"1","Kartik","South Boston"
"1","Giuseppe (Beppe)","East Boston"
"1","Marlisa","Jamaica Plain"
"1","Mellody","South Boston"
"1","Stefan M.","Jamaica Plain"
"1","Augustus","North End"
"1","Shiying","Beacon Hill"
"1","Opus","Beacon Hill"
"1","蕊","Dorchester"
"1","Camilo & Martha","Jamaica Plain"
"1","James & Ashley","Dorchester"
"1","Erick Tanujaya","East Boston"
"1","Claudiane","North End"
"1","Conely","Dorchester"
"1","Alithia","West Roxbury"
"1","Qiangjie","Charlestown"
"1","Imtiaz","Jamaica Plain"
"1","Rosemary And David","Dorchester"
"1","靖轩","Fenway/Kenmore"
"1","Jiacheng","Jamaica Plain"
"1","Siân","Allston-Brighton"
"1","Maria  Eugenia","nan"
"1","Lolita","Allston-Brighton"
"1","Chenyu","West Roxbury"
"1","Joelen","Beacon Hill"
"1","Yonggeon","nan"
"1","Gitte","Charlestown"
"1","Xiaoyun","Allston-Brighton"
"1","Nyki","Fenway/Kenmore"
"1","Lutfi","Back Bay"
"1","Cobun","East Boston"
"1","Goran","North End"
"1","Jitske","Dorchester"
"1","Shu-Yun","Roslindale"
"1","Jac","Dorchester"
"1","John V","Jamaica Plain"
"1","Ivonete Aparecida","Jamaica Plain"
"1","Hantzley","Allston-Brighton"
"1","Chloë","Jamaica Plain"
"1","Misun","Allston-Brighton"
"1","Jaison","nan"
"1","Alex And Marita","North End"
"1","Vishnu","Roxbury"
"1","骏","South End"
"1","Verdie","Jamaica Plain"
"1","Yong Gu","nan"
"1","Gianfilippo","North End"
"1","Jordon","Roxbury"
"1","Gretha","Mission Hill"
"1","Whaley","Roslindale"
"1","Tongtong(Vincent)","West Roxbury"
"1","Sarnath","East Boston"
"1","Monia","Jamaica Plain"
"1","Guoyuan","Jamaica Plain"
"1","Reka","Downtown Crossing"
"1","Sooraj","Jamaica Plain"
"1","Levin","South Boston"
"1","Marcail","Back Bay"
"1","Xiaowen","Dorchester"
"1","Will And Lucy","East Boston"
"1","Lok","Back Bay"
"1","Xueyao","nan"
"1","Fakhra","Jamaica Plain"
"1","Sherman","Theater District"
"1","Yevgeniy","Charlestown"
"1","松錦","Jamaica Plain"
"1","Leemor","Roxbury"
"1","Ori & Jordan","Dorchester"
"1","Robbin","Dorchester"
"1","Zacc","South Boston"
"1","Kuang","Roxbury"
"1","Badal","Dorchester"
"1","Jett","Back Bay"
"1","April Joy","Jamaica Plain"
"1","Ifan","Roxbury"
"1","Naly & Didier","nan"
"1","Ekkehard","Charlestown"
"1","Ellen Baker","East Boston"
"1","Ranjit","Roxbury"
"1","DavId","Roxbury"
"1","Nagesh Kumar","South Boston"
"1","Audi","Roxbury"
"1","Rachel Lillian","North End"
"1","Yonit","South Boston"
"1","Atiq","South Boston"
"1","Sunhee","Beacon Hill"
"1","Franchesca","Jamaica Plain"
"1","Seleta","Beacon Hill"
"1","Francelia","Dorchester"
"1","Krystyna","South End"
"1","Rennie","Beacon Hill"
"1","Prachi","Jamaica Plain"
"1","Natalia And Michael","South End"
"1","Mendi","Beacon Hill"
"1","Jean-Michel","Dorchester"
"1","Tre","Dorchester"
"1","Cynthia H.","Mission Hill"
"1","Ruike","nan"
"1","Neil & Judy","Back Bay"
"1","Yaorui","Allston-Brighton"
"1","Nataša & Julian","Government Center"
"1","Fatos","Roslindale"
"1","Piyush","Roslindale"
"1","Emeka","nan"
"1","Jarrah","nan"
"1","Reto","nan"
"1","Mayrel","North End"
"1","Valtchan","South End"
"1","Fraser","nan"
"1","Danqi","Jamaica Plain"
"1","Audrée","Dorchester"
"1","Shu Qi","nan"
"1","Tejas","South End"
"1","Moeko","Jamaica Plain"
"1","Dorthe","Dorchester"
"1","Preetam","Roslindale"
"1","Fereydoon","Back Bay"
"1","Saiba","nan"
"1","Hatuey","nan"
"1","Tonja","Roslindale"
"1","Djéfa","Allston-Brighton"
"1","Betsi","Jamaica Plain"
"1","Triyanto","Roxbury"
"1","Lizeth","Mission Hill"
"1","Shizuku","Beacon Hill"
"1","Covadonga","Charlestown"
"1","Raymie","Charlestown"
"1","Ipshita","Dorchester"
"1","Amirhossein","South End"
"1","Shramana","Fenway/Kenmore"
"1","Serhat & Chelsi","Allston-Brighton"
"1","Suzanne Joceline","Beacon Hill"
"1","Yuncheng","South Boston"
"1","Tulio","Dorchester"
"1","Lisa And David","Roxbury"
"1","Raffles","South End"
"1","Wan Hsuan","Jamaica Plain"
"1","Toyen","North End"
"1","Shazia","Allston-Brighton"
"1","Dimi","Roxbury"
"1","Lihui","Hyde Park"
"1","성호","East Boston"
"1","Keli","North End"
"1","Zenaida","South Boston"
"1","Laura & Philip","Beacon Hill"
"1","Abirami","South Boston"
"1","Jozef","Beacon Hill"
"1","Everett","nan"
"1","Ney","East Boston"
"1","Müge","Allston-Brighton"
"1","Mahboubeh","nan"
"1","创","South Boston"
"1","Myrna","nan"
"1","Shobhini","Back Bay"
"1","Lp","Downtown Crossing"
"1","Seon Hae","Beacon Hill"
"1","Fujio","Jamaica Plain"
"1","Mingru","Fenway/Kenmore"
"1","Leendert","South End"
"1","Perkins","South End"
